supervisor,grade,section,categories
"군무원","9급","일반화약학","탄약"
"군무원","9급","화공열역학","탄약"
"군무원","5급","자동차정비","전차,차량,항공 지원"
"군무원","5급","자동차공학","전차,차량,항공 지원"
"군무원","5급","내연기관","전차,차량"
"군무원","7급","자동차정비","전차,차량,항공 지원"
"군무원","7급","자동차공학","전차,차량,항공 지원"
"군무원","7급","내연기관","전차,차량"
"군무원","9급","자동차정비","전차,차량,항공 지원"
"군무원","9급","자동차공학","전차,차량"
"군무원","5급","인쇄공학","인쇄"
"군무원","5급","인쇄재료","인쇄"
"군무원","5급","인쇄기계","인쇄"
"군무원","5급","특수인쇄","인쇄"
"군무원","7급","인쇄공학","인쇄"
"군무원","7급","인쇄재료","인쇄"
"군무원","7급","인쇄기계","인쇄"
"군무원","9급","인쇄공학","인쇄"
"군무원","9급","인쇄재료","인쇄"
"군무원","5급","조선공학","선거,선목,선체"
"군무원","5급","선박구조역학","선거,선목,선체,함정 기관"
"군무원","5급","선박설계","선목,선체"
"군무원","5급","유체역학","선목,선체"
"군무원","7급","조선공학","선거,선목,선체"
"군무원","7급","선박구조역학","선거,선목,선체,함정 기관"
"군무원","7급","선박설계","선목,선체"
"군무원","9급","조선공학","선거,선목,선체"
"군무원","9급","선박구조역학","선거,선목,선체"
"군무원","5급","선박기관학","함정 기관,항해"
"군무원","5급","전기공학","함정 기관"
"군무원","5급","보조기계","선거,함정 기관"
"군무원","7급","선박기관학","함정 기관"
"군무원","7급","전기공학","함정 기관"
"군무원","9급","선박기관학","함정 기관"
"군무원","5급","항해학","항해"
"군무원","5급","선박운용학","선거,항해"
"군무원","5급","해상안전론","항해"
"군무원","7급","항해학","항해"
"군무원","7급","선박운용학","선거,항해"
"군무원","7급","해상안전론","항해"
"군무원","9급","항해학","항해"
"군무원","9급","선박운용학","항해"
"군무원","5급","잠수작업","잠수"
"군무원","5급","잠수물리","잠수"
"군무원","5급","잠수장비","잠수"
"군무원","5급","잠수의학","잠수"
"군무원","7급","잠수작업","잠수"
"군무원","7급","잠수물리","잠수"
"군무원","7급","잠수장비","잠수"
"군무원","9급","잠수작업","잠수"
"군무원","9급","잠수물리","잠수"
"군무원","5급","항공역학","기체,항공 기관,항공 보기"
"군무원","5급","항공기기체","기체,항공 보기"
"군무원","5급","항공기정비","기체,항공 기관,항공 지원"
"군무원","5급","항공기제어장치","기체"
"군무원","7급","항공역학","기체,항공 기관"
"군무원","7급","항공기기체","기체,항공 보기"
"군무원","7급","항공기정비","기체"
"군무원","9급","항공기기체","기체,항공 보기"
"군무원","9급","항공기정비","기체,항공 기관"
"군무원","5급","항공기동력장치","항공 기관"
"군무원","5급","항공기구조","항공 기관"
"군무원","7급","항공기동력장치","항공 기관"
"군무원","7급","항공기구조","항공 기관"
"군무원","9급","항공기동력장치","항공 기관"
"군무원","5급","항공제어공학","항공 보기"
"군무원","7급","항공제어공학","항공 보기"
"군무원","9급","항공역학","항공 보기"
"군무원","5급","항공기장비","항공 지원"
"군무원","7급","항공기장비","항공 지원"
"군무원","9급","항공기장비","항공 지원"
"군무원","5급","약제학","약무"
"군무원","5급","약물학","약무"
"군무원","5급","약전학","약무"
"군무원","5급","생약학","약무"
"군무원","7급","약제학","약무"
"군무원","7급","약물학","약무"
"군무원","7급","약전학","약무"
"군무원","9급","약제학","약무"
"군무원","9급","약물학","약무"
"군무원","5급","임상병리(조직병리학/임상화학/혈액학/임상미생물학/임상생리학)","병리"
"군무원","5급","공중보건학","방사선,병리,의공,의무 기록,재활 치료"
"군무원","5급","해부생리학","병리,재활 치료"
"군무원","5급","의료관계법규","병리,의무 기록"
"군무원","7급","임상병리(조직병리학/임상화학/혈액학/임상미생물학/임상생리학)","병리"
"군무원","7급","공중보건학","방사선,병리,의무 기록,재활 치료"
"군무원","7급","해부생리학","병리"
"군무원","9급","임상병리(조직병리학/임상화학/혈액학/임상미생물학/임상생리학)","병리"
"군무원","9급","공중보건학","병리,의무 기록,재활 치료"
"군무원","5급","한사","방사선"
"군무원","5급","영어","방사선"
"군무원","5급","방사선이론과 응용","방사선"
"군무원","5급","영상진단기술학","방사선"
"군무원","5급","핵의학기술학","방사선"
"군무원","7급","방사선이론과 응용","방사선"
"군무원","7급","영상진단기술학","방사선"
"군무원","9급","방사선이론과 응용","방사선"
"군무원","9급","영상진단기술학","방사선"
"군무원","5급","치과보철학","치무"
"군무원","5급","구강외과학","치무"
"군무원","5급","예방치과학","치무"
"군무원","5급","치과교정학","치무"
"군무원","7급","치과보철학","치무"
"군무원","7급","구강외과학","치무"
"군무원","7급","예방치과학","치무"
"군무원","9급","치과보철학","치무"
"군무원","9급","구강외과학","치무"
"군무원","5급","물리치료학","재활 치료"
"군무원","5급","운동치료학","재활 치료"
"군무원","7급","물리치료학","재활 치료"
"군무원","7급","운동치료학","재활 치료"
"군무원","9급","물리치료학","재활 치료"
"군무원","5급","의무기록관리","의무 기록"
"군무원","5급","의학용어","의무 기록"
"군무원","7급","의무기록관리","의무 기록"
"군무원","7급","의료관계법규","의무 기록"
"군무원","9급","의무기록관리","의무 기록"
"군무원","5급","의공학","의공"
"군무원","7급","의공학","의공"
"군무원","9급","의공학","의공"
"군무원","7급","영양학","영양 관리"
"군무원","7급","단체급식관리","영양 관리"
"군무원","7급","식품학및조리원리","영양 관리"
"군무원","9급","영양학","영양 관리"
"군무원","9급","단체급식관리","영양 관리"
"군무원","5급","기상측기 및 관측법","기상 장비"
"군무원","7급","운영체제론","기상 장비"
"군무원","7급","기상측기 및 관측법","기상 장비"
"군무원","5급","일기분석 및 예보법","기상 예보"
"군무원","5급","기상역학","기상 예보"
"군무원","5급","물리기상학","기상 예보"
"군무원","5급","기후학","기상 예보"
"군무원","7급","일기분석 및 예보법","기상 예보"
"군무원","7급","기상역학","기상 예보"
"군무원","7급","물리기상학","기상 예보"
"군무원","9급","일기분석 및 예보법","기상 예보"
"군무원","9급","기상역학","기상 예보"
